Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_stemming,text_final
"pengembalian barang suka² tim shope, jelas² penjual salah kirim motif malah ga di setujuin.",pengembalian barang suka tim shope jelas penjual salah kirim motif malah ga di setujuin,pengembalian barang suka tim shope jelas penjual salah kirim motif malah ga di setujuin,pengembalian barang suka tim shope jelas penjual salah kirim motif malah tidak di setujuin,"['pengembalian', 'barang', 'suka', 'tim', 'shope', 'jelas', 'penjual', 'salah', 'kirim', 'motif', 'malah', 'tidak', 'di', 'setujuin']","['pengembalian', 'barang', 'suka', 'tim', 'shope', 'penjual', 'salah', 'kirim', 'motif', 'setujuin']","['kembali', 'barang', 'suka', 'tim', 'shope', 'jual', 'salah', 'kirim', 'motif', 'setujuin']",kembali barang suka tim shope jual salah kirim motif setujuin
mntul,mntul,mntul,mntul,['mntul'],['mntul'],['mntul'],mntul
muantap,muantap,muantap,muantap,['muantap'],['muantap'],['muantap'],muantap
terpercaya pengiriman normal,terpercaya pengiriman normal,terpercaya pengiriman normal,terpercaya pengiriman normal,"['terpercaya', 'pengiriman', 'normal']","['terpercaya', 'pengiriman', 'normal']","['percaya', 'kirim', 'normal']",percaya kirim normal
Produk tidak bisa diklik...,Produk tidak bisa diklik,produk tidak bisa diklik,produk tidak bisa diklik,"['produk', 'tidak', 'bisa', 'diklik']","['produk', 'diklik']","['produk', 'klik']",produk klik
terbaik sangat puas,terbaik sangat puas,terbaik sangat puas,terbaik sangat puas,"['terbaik', 'sangat', 'puas']","['terbaik', 'puas']","['baik', 'puas']",baik puas
shoppe mantep banget ga rugi belanja di shoppe terus sistem lacak paketnya ga pernah lag🤩,shoppe mantep banget ga rugi belanja di shoppe terus sistem lacak paketnya ga pernah lag,shoppe mantep banget ga rugi belanja di shoppe terus sistem lacak paketnya ga pernah lag,shoppe mantep banget tidak rugi belanja di shoppe terus sistem lacak paketnya tidak pernah lag,"['shoppe', 'mantep', 'banget', 'tidak', 'rugi', 'belanja', 'di', 'shoppe', 'terus', 'sistem', 'lacak', 'paketnya', 'tidak', 'pernah', 'lag']","['shoppe', 'mantep', 'rugi', 'belanja', 'shoppe', 'sistem', 'lacak', 'paketnya', 'lag']","['shoppe', 'mantep', 'rugi', 'belanja', 'shoppe', 'sistem', 'lacak', 'paket', 'lag']",shoppe mantep rugi belanja shoppe sistem lacak paket lag
Aplikasi Paling amanah.,Aplikasi Paling amanah,aplikasi paling amanah,aplikasi paling amanah,"['aplikasi', 'paling', 'amanah']","['aplikasi', 'amanah']","['aplikasi', 'amanah']",aplikasi amanah
terima kasih membantu pas di tanggal tua 😀 naekin lagi donk limit nya 🔥🔥,terima kasih membantu pas di tanggal tua naekin lagi donk limit nya,terima kasih membantu pas di tanggal tua naekin lagi donk limit nya,terima kasih membantu pas di tanggal tua naekin lagi donk limit nya,"['terima', 'kasih', 'membantu', 'pas', 'di', 'tanggal', 'tua', 'naekin', 'lagi', 'donk', 'limit', 'nya']","['terima', 'kasih', 'membantu', 'pas', 'tanggal', 'tua', 'naekin', 'donk', 'limit']","['terima', 'kasih', 'bantu', 'pas', 'tanggal', 'tua', 'naekin', 'donk', 'limit']",terima kasih bantu pas tanggal tua naekin donk limit
Ganti nomor HP aja susah...,Ganti nomor HP aja susah,ganti nomor hp aja susah,ganti nomor hp aja susah,"['ganti', 'nomor', 'hp', 'aja', 'susah']","['ganti', 'nomor', 'hp', 'aja', 'susah']","['ganti', 'nomor', 'hp', 'aja', 'susah']",ganti nomor hp aja susah
biar bintang yg bicara,biar bintang yg bicara,biar bintang yg bicara,biar bintang yang bicara,"['biar', 'bintang', 'yang', 'bicara']","['biar', 'bintang', 'bicara']","['biar', 'bintang', 'bicara']",biar bintang bicara
sangat membantu sekali dalam hal belanja2 banyak yg murah tp kualitasnya bagus,sangat membantu sekali dalam hal belanja banyak yg murah tp kualitasnya bagus,sangat membantu sekali dalam hal belanja banyak yg murah tp kualitasnya bagus,sangat membantu sekali dalam hal belanja banyak yang murah tapi kualitasnya bagus,"['sangat', 'membantu', 'sekali', 'dalam', 'hal', 'belanja', 'banyak', 'yang', 'murah', 'tapi', 'kualitasnya', 'bagus']","['membantu', 'belanja', 'murah', 'kualitasnya', 'bagus']","['bantu', 'belanja', 'murah', 'kualitas', 'bagus']",bantu belanja murah kualitas bagus
"saya ingin bertanya bertanya saya kn kemarin beli baju di shope pake shopeplaylater,trs bajux saya kemblikan Krn tdk sesuai ukuran yg datang dan pengembalian diterima trs dana ke akun shope SDH dikembalikan tapi DI PEMBAYARAN SHOPEPLAYLATER NYA TIDAK DIKURANGI NOMINAL PEMBAYARX???BAGAIMNA SOLUSIX",saya ingin bertanya bertanya saya kn kemarin beli baju di shope pake shopeplaylater trs bajux saya kemblikan Krn tdk sesuai ukuran yg datang dan pengembalian diterima trs dana ke akun shope SDH dikembalikan tapi DI PEMBAYARAN SHOPEPLAYLATER NYA TIDAK DIKURANGI NOMINAL PEMBAYARX BAGAIMNA SOLUSIX,saya ingin bertanya bertanya saya kn kemarin beli baju di shope pake shopeplaylater trs bajux saya kemblikan krn tdk sesuai ukuran yg datang dan pengembalian diterima trs dana ke akun shope sdh dikembalikan tapi di pembayaran shopeplaylater nya tidak dikurangi nominal pembayarx bagaimna solusix,saya ingin bertanya bertanya saya kn kemarin beli baju di shope pake shopeplaylater terus bajux saya kemblikan krn tidak sesuai ukuran yang datang dan pengembalian diterima terus dana ke akun shope sdh dikembalikan tapi di pembayaran shopeplaylater nya tidak dikurangi nominal pembayarx bagaimna solusix,"['saya', 'ingin', 'bertanya', 'bertanya', 'saya', 'kn', 'kemarin', 'beli', 'baju', 'di', 'shope', 'pake', 'shopeplaylater', 'terus', 'bajux', 'saya', 'kemblikan', 'krn', 'tidak', 'sesuai', 'ukuran', 'yang', 'datang', 'dan', 'pengembalian', 'diterima', 'terus', 'dana', 'ke', 'akun', 'shope', 'sdh', 'dikembalikan', 'tapi', 'di', 'pembayaran', 'shopeplaylater', 'nya', 'tidak', 'dikurangi', 'nominal', 'pembayarx', 'bagaimna', 'solusix']","['kn', 'kemarin', 'beli', 'baju', 'shope', 'pake', 'shopeplaylater', 'bajux', 'kemblikan', 'krn', 'sesuai', 'ukuran', 'pengembalian', 'diterima', 'dana', 'akun', 'shope', 'sdh', 'dikembalikan', 'pembayaran', 'shopeplaylater', 'dikurangi', 'nominal', 'pembayarx', 'bagaimna', 'solusix']","['kn', 'kemarin', 'beli', 'baju', 'shope', 'pake', 'shopeplaylater', 'bajux', 'kemblikan', 'krn', 'sesuai', 'ukur', 'kembali', 'terima', 'dana', 'akun', 'shope', 'sdh', 'kembali', 'bayar', 'shopeplaylater', 'rang', 'nominal', 'pembayarx', 'bagaimna', 'solusix']",kn kemarin beli baju shope pake shopeplaylater bajux kemblikan krn sesuai ukur kembali terima dana akun shope sdh kembali bayar shopeplaylater rang nominal pembayarx bagaimna solusix
Sangat memudahkan mencari produk yg sulite didapat offline,Sangat memudahkan mencari produk yg sulite didapat offline,sangat memudahkan mencari produk yg sulite didapat offline,sangat memudahkan mencari produk yang sulite didapat offline,"['sangat', 'memudahkan', 'mencari', 'produk', 'yang', 'sulite', 'didapat', 'offline']","['memudahkan', 'mencari', 'produk', 'sulite', 'offline']","['mudah', 'cari', 'produk', 'sulite', 'offline']",mudah cari produk sulite offline
baik dan cepat,baik dan cepat,baik dan cepat,baik dan cepat,"['baik', 'dan', 'cepat']",['cepat'],['cepat'],cepat
shopee memberi kemudahan dalam berbelanja dan selalu memberi diskon ongkir yang besar,shopee memberi kemudahan dalam berbelanja dan selalu memberi diskon ongkir yang besar,shopee memberi kemudahan dalam berbelanja dan selalu memberi diskon ongkir yang besar,shopee memberi kemudahan dalam berbelanja dan selalu memberi diskon ongkir yang besar,"['shopee', 'memberi', 'kemudahan', 'dalam', 'berbelanja', 'dan', 'selalu', 'memberi', 'diskon', 'ongkir', 'yang', 'besar']","['shopee', 'kemudahan', 'berbelanja', 'diskon', 'ongkir']","['shopee', 'mudah', 'belanja', 'diskon', 'ongkir']",shopee mudah belanja diskon ongkir
🙏👍,,,,[],[],[],
semoga makin maju,semoga makin maju,semoga makin maju,semoga makin maju,"['semoga', 'makin', 'maju']","['semoga', 'maju']","['moga', 'maju']",moga maju
harga barang lebih murah,harga barang lebih murah,harga barang lebih murah,harga barang lebih murah,"['harga', 'barang', 'lebih', 'murah']","['harga', 'barang', 'murah']","['harga', 'barang', 'murah']",harga barang murah
"puas banget belanja di shopee. cepat, tanggap dan akurat",puas banget belanja di shopee cepat tanggap dan akurat,puas banget belanja di shopee cepat tanggap dan akurat,puas banget belanja di shopee cepat tanggap dan akurat,"['puas', 'banget', 'belanja', 'di', 'shopee', 'cepat', 'tanggap', 'dan', 'akurat']","['puas', 'belanja', 'shopee', 'cepat', 'tanggap', 'akurat']","['puas', 'belanja', 'shopee', 'cepat', 'tanggap', 'akurat']",puas belanja shopee cepat tanggap akurat
mantap besty semangat selalu semoga sukses,mantap besty semangat selalu semoga sukses,mantap besty semangat selalu semoga sukses,mantap besty semangat selalu semoga sukses,"['mantap', 'besty', 'semangat', 'selalu', 'semoga', 'sukses']","['mantap', 'besty', 'semangat', 'semoga', 'sukses']","['mantap', 'besty', 'semangat', 'moga', 'sukses']",mantap besty semangat moga sukses
Sangat membantu saya menemukan barang-barang yang saya butuhkan,Sangat membantu saya menemukan barang barang yang saya butuhkan,sangat membantu saya menemukan barang barang yang saya butuhkan,sangat membantu saya menemukan barang barang yang saya butuhkan,"['sangat', 'membantu', 'saya', 'menemukan', 'barang', 'barang', 'yang', 'saya', 'butuhkan']","['membantu', 'menemukan', 'barang', 'barang', 'butuhkan']","['bantu', 'temu', 'barang', 'barang', 'butuh']",bantu temu barang barang butuh
"Lelet nge load nya parah, padahal internet lancar, kadang pesan suka hilang sendiri",Lelet nge load nya parah padahal internet lancar kadang pesan suka hilang sendiri,lelet nge load nya parah padahal internet lancar kadang pesan suka hilang sendiri,lelet nge load nya parah padahal internet lancar kadang pesan suka hilang sendiri,"['lelet', 'nge', 'load', 'nya', 'parah', 'padahal', 'internet', 'lancar', 'kadang', 'pesan', 'suka', 'hilang', 'sendiri']","['lelet', 'nge', 'load', 'parah', 'internet', 'lancar', 'kadang', 'pesan', 'suka', 'hilang']","['lelet', 'nge', 'load', 'parah', 'internet', 'lancar', 'kadang', 'pesan', 'suka', 'hilang']",lelet nge load parah internet lancar kadang pesan suka hilang
"harusnya si kurir di kasih pengarahan,masa barang belum Nerima, di cek di aplikasi nya barang di tolak pembeli,, sebetulnya ini sampai ke tempat pemesan atau ga di antar",harusnya si kurir di kasih pengarahan masa barang belum Nerima di cek di aplikasi nya barang di tolak pembeli sebetulnya ini sampai ke tempat pemesan atau ga di antar,harusnya si kurir di kasih pengarahan masa barang belum nerima di cek di aplikasi nya barang di tolak pembeli sebetulnya ini sampai ke tempat pemesan atau ga di antar,harusnya si kurir di kasih pengarahan masa barang belum nerima di cek di aplikasi nya barang di tolak pembeli sebetulnya ini sampai ke tempat pemesan atau tidak di antar,"['harusnya', 'si', 'kurir', 'di', 'kasih', 'pengarahan', 'masa', 'barang', 'belum', 'nerima', 'di', 'cek', 'di', 'aplikasi', 'nya', 'barang', 'di', 'tolak', 'pembeli', 'sebetulnya', 'ini', 'sampai', 'ke', 'tempat', 'pemesan', 'atau', 'tidak', 'di', 'antar']","['si', 'kurir', 'kasih', 'pengarahan', 'barang', 'nerima', 'cek', 'aplikasi', 'barang', 'tolak', 'pembeli', 'pemesan']","['si', 'kurir', 'kasih', 'arah', 'barang', 'nerima', 'cek', 'aplikasi', 'barang', 'tolak', 'beli', 'mes']",si kurir kasih arah barang nerima cek aplikasi barang tolak beli mes
